X,Y,Z
-4.0,-4.0,0.13524847144753174
-3.9327731092436973,-4.0,-0.037266614156450044
-3.865546218487395,-4.0,0.0026364986591180953
-3.7983193277310923,-4.0,0.03261538673984089
-3.73109243697479,-4.0,-0.06309570199008527
-3.6638655462184873,-4.0,0.0001885051544636171
-3.596638655462185,-4.0,-4.154246383500124e-05
-3.5294117647058822,-4.0,-0.14034022084078543
-3.46218487394958,-4.0,0.08146035800605285
-3.3949579831932772,-4.0,0.048099968153507776
-3.327731092436975,-4.0,-0.04995899651997648
-3.2605042016806722,-4.0,-0.013629868155851642
-3.19327731092437,-4.0,0.0405407135354541
-3.1260504201680672,-4.0,-0.020764116316058186
-3.0588235294117645,-4.0,-0.019242161609794972
-2.991596638655462,-4.0,-0.11604145659633999
-2.92436974789916,-4.0,0.04463221113284185
-2.857142857142857,-4.0,0.010233271060205367
-2.7899159663865545,-4.0,0.022347066636887816
-2.722689075630252,-4.0,-0.1216522394052734
-2.65546218487395,-4.0,0.13261877379499162
-2.588235294117647,-4.0,0.013018118850023514
-2.5210084033613445,-4.0,-0.030174143652982967
-2.453781512605042,-4.0,0.16326790412100028
-2.3865546218487395,-4.0,-0.002522297189393826
-2.3193277310924367,-4.0,-0.11475572350644016
-2.2521008403361344,-4.0,-0.030903968251776864
-2.184873949579832,-4.0,-0.18130739765684983
-2.1176470588235294,-4.0,0.0859830555826413
-2.0504201680672267,-4.0,-0.030981117010118492
-1.9831932773109244,-4.0,-0.05672813440698107
-1.9159663865546221,-4.0,0.08884852841207225
-1.8487394957983194,-4.0,-0.12862355977113712
-1.7815126050420167,-4.0,0.04674620672077353
-1.7142857142857144,-4.0,-0.16075356354519313
-1.6470588235294117,-4.0,-0.04804685847502426
-1.5798319327731094,-4.0,-0.09084734956697918
-1.5126050420168067,-4.0,0.1230497007937714
-1.4453781512605044,-4.0,0.14802133559960737
-1.3781512605042017,-4.0,-0.018954760229595143
-1.3109243697478994,-4.0,0.07535688303793228
-1.2436974789915967,-4.0,-0.00557456709962542
-1.1764705882352944,-4.0,0.05501716536558354
-1.1092436974789917,-4.0,-0.049890331227957864
-1.0420168067226894,-4.0,-0.12555534770607826
-0.9747899159663866,-4.0,-0.13235669543825246
-0.9075630252100844,-4.0,0.043317642208211354
-0.8403361344537816,-4.0,0.19324207271034058
-0.7731092436974789,-4.0,0.03573611585844336
-0.7058823529411766,-4.0,-0.027062260376106116
-0.6386554621848739,-4.0,0.16855674820150665
-0.5714285714285716,-4.0,0.03522680234346168
-0.5042016806722689,-4.0,0.024955382539384858
-0.4369747899159666,-4.0,0.03758817395348733
-0.3697478991596639,-4.0,0.007269569852877319
-0.3025210084033616,-4.0,-0.006490185554204244
-0.23529411764705888,-4.0,-0.09619590828350266
-0.1680672268907566,-4.0,0.0589850177579718
-0.10084033613445387,-4.0,0.011444253881051757
-0.033613445378151585,-4.0,0.11455934676791499
0.03361344537815114,-4.0,-0.01039300449225376
0.10084033613445342,-4.0,-0.13348330035657247
0.1680672268907557,-4.0,0.010886237368205955
0.23529411764705888,-4.0,0.15456415276246044
0.30252100840336116,-4.0,-0.012405928110628375
0.36974789915966344,-4.0,-0.053328803184215304
0.4369747899159666,-4.0,-0.07810539862343431
0.5042016806722689,-4.0,-0.06716068110573396
0.5714285714285712,-4.0,-0.007772844263266878
0.6386554621848735,-4.0,-0.0788033281823388
0.7058823529411766,-4.0,0.13471723851482867
0.7731092436974789,-4.0,-0.008427633365023697
0.8403361344537812,-4.0,0.022126338320880665
0.9075630252100835,-4.0,0.12772705585428895
